0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
australian,parents,who,refuse,to,vaccinate,their,children,will,now,be,given,monthly,fines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbc,caught,up,in,another,editing,scandal,accused,of,editing,audience,reactions,to,show,them,clapping,rather,than,laughing,at,prime,minister,boris,johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dutch,cities,want,to,ban,property,investors,in,all,neighborhoods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boris,johnson,admitted,to,the,hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubber,bullets,shot,at,swiss,journalists,by,us,police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
if,you,dont,think,covid,is,real,youre,an,idiot,says,canadian,politician,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
african,leaders,to,launch,landmark,55nation,trade,zone,it,took,african,countries,four,years,to,agree,to,a,freetrade,deal,in,march,the,trade,zone,would,unite,13,billion,people,create,a,34,trillion,economic,bloc,and,usher,in,a,new,era,of,development,across,the,continent,0,0,0,0,0,0,0,0,0,0,0,0
trump,should,quit,and,not,be,embarrassing,says,czech,president,who,was,an,early,trump,ally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finland,will,jail,men,who,send,unsolicited,dk,pics,under,new,proposals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk,russia,needs,to,be,isolated,completely,diplomatically,and,financially,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brexit,has,now,cost,more,than,the,international,space,station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,appeals,court,upholds,suspension,of,trump,travel,ban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people,no,longer,believe,working,hard,will,lead,to,a,better,life,survey,shows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new,zealands,deputy,prime,minister,shuts,down,american,covid19,denier,at,campaign,event,weve,got,someone,who,obviously,got,an,education,in,america,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
president,biden,makes,surprise,visit,to,ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
un,suspends,russia,from,human,rights,council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pope,calls,for,universal,basic,income,shorter,working,day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
girl,8,pulls,a,1500yearold,sword,from,a,lake,in,sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trumps,son,tweets,name,of,alleged,ukraine,whistleblower,trumps,son,published,on,wednesday,the,name,of,the,alleged,anonymous,whistleblower,whose,complaint,fired,the,impeachment,inquiry,against,trump,breaking,strict,conventions,for,protecting,officials,who,reveal,wrongdoing,in,government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,favour,is,returned,native,american,covid19,relief,fund,thanks,irish,people,for,their,support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david,cameron,to,trump,your,fake,news,act,is,dangerous,fake,news,is,not,broadcasters,criticizing,you,its,russian,bots,and,trolls,targeting,your,democracy,says,former,british,leader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,meat,magnate,who,criticised,putins,war,dies,after,hotel,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,now,openly,admits,to,sending,giuliani,to,ukraine,to,find,damaging,information,about,his,political,opponents,even,though,he,strongly,denied,it,during,the,impeachment,inquiry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
congress,sends,letter,condemning,blizzard,for,blitzchung,hong,kong,scandal,and,urges,that,ban,is,reversed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
historian,who,confronted,davos,billionaires,leaks,tucker,carlson,rant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexey,navalny,in,critical,condition,with,risk,of,death,at,any,moment,say,doctors,who,demand,to,be,admitted,to,him,for,emergency,treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russiaukraine,war,moscow,to,propose,10year,ban,on,foreign,companies,that,dont,return,by,may,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less,than,24,hours,after,saying,time,to,bring,em,home,trump,orders,1800,us,troops,to,saudi,arabia,remember,when,donald,trump,tweeted,that,he,was,trying,to,end,the,endless,wars,that,was,yesterday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
president,trump,on,wednesday,ended,an,obamaera,requirement,that,the,us,government,publish,an,annual,report,on,the,number,of,people,killed,in,drone,strikes,or,other,counterterrorism,operations,outside,of,war,zones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filipino,president,tells,catholic,church,to,allow,its,priests,to,have,boyfriends,as,most,of,them,are,gay,anyway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syria,has,accused,president,donald,trump,of,stealing,the,countrys,oil,after,us,officials,confirmed,that,a,us,company,has,been,allowed,to,operate,there,in,fields,under,the,control,of,a,pentagonbacked,militia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vladimir,putin,tries,to,rewrite,history,in,speech,pretending,that,the,soviets,didnt,help,the,nazis,start,wwii,polish,pm,furious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denmark,to,cull,entire,13,million,mink,herd,as,new,mutation,of,covid19,discovered,in,mink,farms,mink,export,is,roughly,1,of,denmarks,entire,gdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraine,asks,red,cross,to,facilitate,repatriation,of,thousands,of,russian,soldiers,bodies,so,that,their,parents,can,bury,them,with,dignity,and,to,not,let,putin,hide,scale,of,tragedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,international,hotel,vancouver,is,permanently,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraine,credits,turkish,drones,with,eviscerating,russian,tanks,and,armor,in,their,first,use,in,a,major,conflict,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaked,draft,of,trump,executive,order,to,censor,the,internet,denounced,as,dangerous,unconstitutional,edict,in,practice,this,executive,order,would,mean,that,whichever,political,party,is,in,power,could,dictate,what,speech,is,allowed,on,the,internet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,judge,who,was,said,to,have,died,of,a,heart,attack,while,overseeing,a,corruption,trial,involving,the,presidents,chief,of,staff,in,the,democratic,republic,of,congo,actually,died,of,stab,wounds,to,the,head,the,drcs,justice,minister,has,revealed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cardinal,george,pell,once,the,third,most,powerful,man,in,the,vatican,and,australias,most,senior,catholic,has,been,found,guilty,of,child,sexual,abuse,after,a,trial,in,melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiwi,tourists,urged,not,to,ride,elephants,in,thailand,a,female,elephant,will,be,shot,and,then,its,baby,is,captured,intrepid,travel,cofounder,geoff,manchester,says,that,baby,is,then,tortured,until,its,willing,to,submit,to,humans,and,its,then,trained,to,do,elephant,riding,0,0,0,0,0,0,0,0,0,0,0,0
reports,of,large,explosion,in,beirut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hong,kong,protesters,plan,to,withdraw,as,much,money,as,possible,from,their,banks,or,change,their,currency,into,us,dollars,both,to,protect,their,own,assets,and,to,show,the,mainland,that,the,semiautonomous,island,is,more,than,just,a,cash,cow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new,zealand,parliament,unanimously,declares,severe,human,rights,abuses,occurring,against,uyghur,in,china,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
china,asked,the,who,to,cover,up,the,coronavirus,outbreak,german,intelligence,service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
china,has,reached,its,2020,solar,power,target,three,years,ahead,of,schedule,eclipsing,europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putin,opponent,alexei,navalny,reportedly,poisoned,by,toxin,in,his,tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenyas,elephant,population,has,more,than,doubled,since,the,1980s,and,one,national,park,is,currently,having,a,baby,boom,thanks,to,a,relief,from,drought,and,the,countrys,efforts,to,stop,poachers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mikhail,gorbachev,who,ended,the,cold,war,dies,aged,92,agencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3m,refused,trumps,demand,to,divert,10,million,n95,masks,produced,in,singapore,to,the,us,the,masks,are,produced,in,singapore,and,exported,to,countries,in,asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
britains,worst,ever,child,grooming,scandal,exposed,hundreds,of,young,girls,raped,beaten,sold,for,sex,and,some,even,killed,authorities,failed,to,act,over,40,years,despite,repeated,warnings,to,social,workers,with,up,to,1000,girls,some,as,young,as,11,abused,in,telford,0,0,0,0,0,0,0,0,0,0,0,0,0
us,intelligence,warned,in,november,that,coronavirus,spreading,in,china,could,be,cataclysmic,event,report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saudi,journalist,and,writer,turki,bin,abdul,aziz,aljasser,has,died,after,being,tortured,while,in,detention,in,saudiarabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk,prime,minister,theresa,may,announces,her,resignation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allies,believe,the,us,is,no,longer,a,good,model,of,democracy,poll,shows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on,the,hottest,day,in,the,history,of,france,police,teargas,peaceful,climate,change,protesters,in,paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russia,bans,disrespect,of,government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kim,jonguns,nephew,kim,hansol,has,reportedly,been,taken,into,protective,custody,by,the,cia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putin,furious,ukraine,invasion,hasnt,been,easy,eu,official,says,citing,intel,report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reports,that,all,12,boys,and,their,coach,have,been,rescued,from,the,tham,luang,cave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,and,russias,vladimir,putin,spoke,five,times,in,just,three,weeks,in,an,unusual,amount,of,communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
house,votes,251170,adopting,bipartisan,provision,that,would,require,president,trump,to,get,approval,from,congress,before,striking,iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
we,regret,to,inform,you,that,one,of,our,beloved,moderators,has,passed,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canada,is,set,to,legalize,recreational,marijuana,this,week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putin,puts,russias,nuclear,deterrent,forces,on,alert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
three,journalists,were,killed,in,africa,while,investigating,a,private,military,business,owned,by,the,man,behind,russias,troll,army,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasa,announces,discovery,of,flowing,water,in,mars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany,passes,law,banning,gay,conversion,therapy,for,minors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,covid19,bailouts,for,firms,that,use,tax,havens,prime,minister,justin,trudeau,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irwin,family,has,helped,more,than,90000,animals,during,bushfire,emergency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antiputin,blogger,has,his,throat,slit,in,a,hotel,room,after,vocally,opposing,the,russian,president,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16yearold,climate,activist,greta,thunberg,says,meeting,with,trump,would,be,a,waste,why,should,i,waste,time,talking,to,him,when,he,of,course,is,not,going,to,listen,to,me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canadian,couple,who,got,vaccine,meant,for,indigenous,people,may,face,jail,time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk,pm,in,intensive,care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putin,ally,dies,after,falling,down,stairs,on,day,of,russia,mobilization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hong,kong,leader,carrie,lam,to,announce,formal,withdrawal,of,the,extradition,bill,meeting,at,least,one,key,demand,of,protesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prince,andrew,groped,young,woman,at,flat,belonging,to,billionaire,paedophile,court,documents,allege,the,independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at,least,two,suspected,poachers,have,been,mauled,to,death,and,eaten,by,lions,on,a,south,african,game,reserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boris,johnsons,government,is,reportedly,furious,with,china,and,believes,it,could,have,40,times,more,coronavirus,cases,than,it,claims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scientists,call,for,ban,on,glitter,say,its,a,global,hazard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twitter,ran,paid,ads,from,chinas,state,news,media,criticising,the,hong,kong,protests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trained,dogs,were,able,to,sniff,out,covid19,infections,with,94,accuracy,study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiple,whistleblowers,raise,grave,concerns,with,white,house,efforts,to,transfer,sensitive,us,nuclear,technology,to,saudi,arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
covid19,sikh,doctors,in,canada,take,extremely,difficult,decision,to,shave,beards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egypt,seizes,the,ever,given,saying,its,owners,owe,nearly,1,billion,for,suez,canal,traffic,jam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russia,should,lose,place,on,un,security,council,irish,prime,minister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,opposition,leader,alexey,navalny,dupes,spy,into,revealing,how,he,was,poisoned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russia,to,withdraw,troops,from,key,city,of,kherson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacinda,ardern,hits,back,at,trump,anyone,who,was,following,outbreaks,around,the,world,would,quite,easily,see,new,zealands,nine,new,cases,yesterday,didnt,compare,to,the,tens,of,thousands,in,the,united,states,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exxon,predicted,in,1982,exactly,how,high,global,carbon,emissions,would,be,today,the,company,expected,that,by,2020,carbon,dioxide,in,the,atmosphere,would,reach,roughly,400420,ppm,this,months,measurement,of,415,ppm,is,right,within,the,expected,curve,exxon,projected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaked,notes,obtained,by,the,telegraph,say,that,when,theresa,may,asked,for,trump,to,take,a,strong,stand,after,russia,poisoned,sergei,skripal,trump,replied,id,rather,follow,than,lead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canadas,house,of,commons,votes,to,legalize,marijuana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,government,warns,north,korea,missile,headed,toward,northern,japan,report,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zoom,says,china,asked,it,to,censor,prodemocracy,activists,in,us,and,it,obeyed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,can,do,what,it,wants,but,indias,stand,on,net,neutrality,is,clear,right,to,nondiscriminatory,internet,access,is,nonnegotiable,telecom,minister,of,india,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasa,is,the,latest,to,offend,china,by,calling,taiwan,a,country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
its,now,illegal,in,russia,to,share,an,image,of,putin,as,a,gay,clown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,trump,administration,has,formally,notified,congress,that,it,intends,to,sell,nearly,500,million,in,precision,bombs,to,saudi,arabia,a,transaction,that,will,fuel,criticism,from,lawmakers,who,oppose,arming,the,persian,gulf,nation,over,its,record,of,human,rights,abuses,and,role,in,the,war,in,yemen,0,0,0,0,0,0,0,0,0
trump,made,a,personal,address,to,kim,jongun,north,korea,is,not,the,paradise,your,grandfather,envisioned,it,is,a,hell,that,no,person,deserves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neonazi,and,national,front,organiser,quits,movement,comes,out,as,gay,opens,up,about,jewish,heritage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egypt,discovers,100,intact,sealed,and,painted,coffins,and,a,collection,of,40,wooden,statues,in,2020s,biggest,archaeological,discovery,in,egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,is,scapegoating,the,who,but,failed,to,confirm,a,us,representative,for,3,years,experts,say,that,left,the,us,without,a,senior,voice,in,the,global,health,body,surrendering,influence,to,china,as,it,worked,to,cover,up,the,extent,of,the,covid19,epidemic,in,wuhan,0,0,0,0,0,0,0,0,0,0,0
state,department,deletes,a,statement,condemning,russia,over,mh17,downing,right,after,trumps,putin,summit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putin,blundered,while,shouting,at,ukraines,president,hollande,says,russian,president,vladimir,putin,became,so,enraged,during,a,shouting,match,with,ukrainian,president,petro,poroshenko,that,he,revealed,he,was,lying,about,russias,role,in,a,military,uprising,in,eastern,ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
